id,date_time,year,month,mdate,day,time,sensor_id,sensor_name,hourly_counts
1683258,11/21/2016 6:00,2016,November,21,Monday,6,39,Alfred Place,66
1683259,11/21/2016 6:00,2016,November,21,Monday,6,40,Lonsdale St-Spring St (West),59
1683260,11/21/2016 6:00,2016,November,21,Monday,6,42,Grattan St-Swanston St (West),42
1683261,11/21/2016 6:00,2016,November,21,Monday,6,43,Monash Rd-Swanston St (West),21
1683262,11/21/2016 6:00,2016,November,21,Monday,6,44,Tin Alley-Swanston St (West),25
1683263,11/21/2016 6:00,2016,November,21,Monday,6,53,Collins St (North),80
1683264,11/21/2016 7:00,2016,November,21,Monday,7,1,Bourke Street Mall (North),385
1683265,11/21/2016 7:00,2016,November,21,Monday,7,2,Bourke Street Mall (South),224
1683266,11/21/2016 7:00,2016,November,21,Monday,7,5,Princes Bridge,901
1683267,11/21/2016 7:00,2016,November,21,Monday,7,6,Flinders Street Station Underpass,1903
1683268,11/21/2016 7:00,2016,November,21,Monday,7,8,Webb Bridge,255
1683269,11/21/2016 7:00,2016,November,21,Monday,7,9,Southern Cross Station,1648
1683270,11/21/2016 7:00,2016,November,21,Monday,7,10,Victoria Point,304
1683271,11/21/2016 7:00,2016,November,21,Monday,7,11,Waterfront City,58
1683272,11/21/2016 7:00,2016,November,21,Monday,7,12,New Quay,164
1683273,11/21/2016 7:00,2016,November,21,Monday,7,13,Flagstaff Station,2332
1683274,11/21/2016 7:00,2016,November,21,Monday,7,14,Sandridge Bridge,562
1683275,11/21/2016 7:00,2016,November,21,Monday,7,15,State Library,307
1683276,11/21/2016 7:00,2016,November,21,Monday,7,17,Collins Place (South),742
1683277,11/21/2016 7:00,2016,November,21,Monday,7,18,Collins Place (North),727
1683278,11/21/2016 7:00,2016,November,21,Monday,7,19,Chinatown-Swanston St (North),112
1683279,11/21/2016 7:00,2016,November,21,Monday,7,20,Chinatown-Lt Bourke St (South),66
1683280,11/21/2016 7:00,2016,November,21,Monday,7,21,Bourke St-Russell St (West),167
1683281,11/21/2016 7:00,2016,November,21,Monday,7,24,Spencer St-Collins St (North),2019
1683282,11/21/2016 7:00,2016,November,21,Monday,7,25,Melbourne Convention Exhibition Centre,572
1683283,11/21/2016 7:00,2016,November,21,Monday,7,26,QV Market-Elizabeth St (West),208
1683284,11/21/2016 7:00,2016,November,21,Monday,7,27,QV Market-Peel St,66
1683285,11/21/2016 7:00,2016,November,21,Monday,7,28,The Arts Centre,889
1683286,11/21/2016 7:00,2016,November,21,Monday,7,29,St Kilda Rd-Alexandra Gardens,344
1683287,11/21/2016 7:00,2016,November,21,Monday,7,30,Lonsdale St (South),264
1683288,11/21/2016 7:00,2016,November,21,Monday,7,31,Lygon St (West),68
1683289,11/21/2016 7:00,2016,November,21,Monday,7,32,City Square,673
1683290,11/21/2016 7:00,2016,November,21,Monday,7,33,Flinders St-Spring St (West),247
1683291,11/21/2016 7:00,2016,November,21,Monday,7,34,Flinders St-Spark La,190
1683292,11/21/2016 7:00,2016,November,21,Monday,7,35,Southbank,1740
1683293,11/21/2016 7:00,2016,November,21,Monday,7,36,Queen St (West),211
1683294,11/21/2016 7:00,2016,November,21,Monday,7,37,Lygon St (East),53
1683295,11/21/2016 7:00,2016,November,21,Monday,7,38,Flinders St-Swanston St (West),1485
1683296,11/21/2016 7:00,2016,November,21,Monday,7,39,Alfred Place,262
1683297,11/21/2016 7:00,2016,November,21,Monday,7,40,Lonsdale St-Spring St (West),226
1683298,11/21/2016 7:00,2016,November,21,Monday,7,42,Grattan St-Swanston St (West),81
1683299,11/21/2016 7:00,2016,November,21,Monday,7,43,Monash Rd-Swanston St (West),69
1683300,11/21/2016 7:00,2016,November,21,Monday,7,44,Tin Alley-Swanston St (West),54
1683301,11/21/2016 7:00,2016,November,21,Monday,7,53,Collins St (North),338
1683302,11/21/2016 8:00,2016,November,21,Monday,8,1,Bourke Street Mall (North),854
1683303,11/21/2016 8:00,2016,November,21,Monday,8,2,Bourke Street Mall (South),648
1683304,11/21/2016 8:00,2016,November,21,Monday,8,5,Princes Bridge,1714
